Name,Genre,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
Valiant Hearts: The Great War,Misc,PS4,Ubisoft,Unknown,,,,,,,,,2014
Valiant Hearts: The Great War,Misc,PS3,Ubisoft,Unknown,,,,,,,,,2014
Valiant Hearts: The Great War,Misc,PC,Ubisoft,Unknown,,,,,,,,,2014
Valiant Hearts: The Great War,Adventure,XOne,Ubisoft,Ubisoft Montpellier,,,,,,,,,2014
Valiant Hearts: The Great War,Misc,X360,Ubisoft,Unknown,,,,,,,,,2014
Vanquish,Shooter,XBL,Sega,PlatinumGames,,,,,,,,,2011
Viking: Battle for Asgard,Action-Adventure,PC,Sega,Creative Assembly,,,,,,,,,2012
Vin Diesel: Wheelman,Racing,XBL,Ubisoft,Tigon,6.7,,,,,,,,2011
Volleyball,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
Voltron,Action,XBL,THQ,THQ,,,,,,,,,2011
Voltron,Action,PSV,THQ,THQ,,,,,,,,,2011
Wakfu,Role-Playing,PC,Square Enix,Ankama Studio,,,,,,,,,2012
"Warhammer 40,000: Kill Team",Shooter,XBL,THQ,THQ,6,,,,,,,,2011
"Warhammer 40,000: Kill Team",Shooter,PSN,THQ,THQ,,,,,,,,,2011
"Warhammer 40,000: Kill Team",Misc,PC,Sega,Unknown,,,,,,,,,2014
Wario Land 4,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
"WarioWare, Inc.: Mega MicroGame$",Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
We Dare: Flirty Fun for All,Misc,PS3,Ubisoft,Ubisoft Milan,,,,,,,,,2011
Where's My Water? 2,Misc,And,Disney Interactive Studios,Unknown,,,,,,,,,2013
Wheres My Water? Featuring XYY,Puzzle,WinP,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,2014
Wheres My Water? Featuring XYY,Puzzle,And,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,2014
Wheres My Water? Featuring XYY,Puzzle,PC,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,2014
White Knight Chronicles: Origins,Role-Playing,PSN,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,2011
Whore of the Orient,Misc,PS4,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,2020
Whore of the Orient,Misc,XOne,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,2020
Whore of the Orient,Misc,PC,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,2020
Widget's Odyssey 1 and 2,Misc,X360,THQ,Unknown,,,,,,,,,2012
Widget's Odyssey 1 and 2,Misc,PC,THQ,Unknown,,,,,,,,,2012
Wii Karaoke U by JOYSOUND,Music,WiiU,Nintendo,TOSE,,,,,,,,,2012
Wipeout 2 (Mobile),Platform,And,Activision,Activision,,,,,,,,,2014
Wolfenstein The Two Pack,Shooter,PC,Bethesda Softworks,MachineGames,,,,,,,,,2017
Wonder Boy III: Monster Lair,Shooter,PC,Sega,Sega,,,,,,,,,2011
Wonder Boy in Monster Land (Arcade),Platform,VC,Sega,Westone Bit Entertainment,,,,,,,,,2011
World of Outlaws: Sprint Cars,Racing,XBL,THQ,Big Ant Studios,,,,,,,,,2011
WRC 3: FIA World Rally Championship,Action,X360,Namco,Unknown,,,,,,,,,2013
WRC 3: FIA World Rally Championship,Action,PSV,Namco,Unknown,,,,,,,,,2013
WRC 3: FIA World Rally Championship,Action,PS3,Namco,Unknown,,,,,,,,,2013
WRC 3: FIA World Rally Championship,Action,PC,Namco,Unknown,,,,,,,,,2013
WWE 2K15,Sports,PC,2K Sports,Visual Concepts,,,,,,,,,2015
WWE All Stars,Fighting,PSN,THQ,THQ,,,,,,,,,2011
WWE All Stars,Action,XBL,THQ,THQ,,,,,,,,,2011
WWE Immortals,Fighting,And,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,,,2015
Xenogears,Role-Playing,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,2011
XS Junior League Football,Sports,PSN,Sony Computer Entertainment,XS Games,,,,,,,,,2011
Yakuza Online,Action,PC,Sega,Sega,,,,,,,,,2019
Yakuza Online,Action,And,Sega,Sega,,,,,,,,,2019
Yars' Revenge,Shooter,PC,Atari,Killspace Entertainment,5.5,,,,,,,,2011
Yars' Revenge,Shooter,XBL,Atari,Killspace Entertainment,6,,,,,,,,2011
Yoshi's Crafted World,Platform,NS,Nintendo,Good-Feel,7.8,,,,,,,,2019
Young Justice: Legacy,Action,PC,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,,,,,,,,2014
Yuusha no Kiroku.,Strategy,PSV,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,2012
Zeit 2,Shooter,XBL,Ubisoft,Brightside Games,7.7,,,,,,,,2011
Zeit 2,Shooter,PC,Ubisoft,Brightside Games,7.5,,,,,,,,2011
Zombi,Action,PC,Ubisoft,Ubisoft Montpellier,,,,,,,,,2016
Zombie Apocalypse: Never Die Alone,Shooter,PSN,Konami,Backbone Entertainment,,,,,,,,,2011
Zone of the Enders HD Collection,Simulation,PSV,Konami,Kojima Productions,,,,,,,,,2012
ZoneOut,Misc,3DS,Sega,Unknown,,,,,,,,,2014
Fallout Shelter,Simulation,NS,Bethesda Softworks,Bethesda Softworks,,,,,,,,,2018
A King's Tale: Final Fantasy XV,Action,PS4,Square Enix,Empty Clip Studios,,,,,,,,,2017
A King's Tale: Final Fantasy XV,Action,XOne,Square Enix,Empty Clip Studios,,,,,,,,,2016
Ace Attorney 123: Wright Selection,Simulation,NS,Capcom,Capcom,,,,,,,,,2019
Animal Crossing,Simulation,NS,Nintendo,Nintendo,,,,,,,,,2019
Animal Crossing: Pocket Camp,Simulation,iOS,Nintendo,Nintendo,,,,,,,,,2017
Animal Crossing: Pocket Camp,Simulation,And,Nintendo,Nintendo,,,,,,,,,2017
Anno 1800,Strategy,PC,Ubisoft,Blue Byte,,,,,,,,,2019
Apex Legends,Shooter,XOne,Electronic Arts,Respawn Entertainment,,,,,,,,,2019
Apex Legends,Shooter,PC,Electronic Arts,Respawn Entertainment,,,,,,,,,2019
Apex Legends,Shooter,PS4,Electronic Arts,Respawn Entertainment,,,,,,,,,2019
Arc the Lad: Twilight of the Spirits,Role-Playing,PS4,Sony Computer Entertainment,Cattle Call,,,,,,,,,2016
Assassin's Creed Chronicles,Action,PC,Ubisoft,Climax Studios,,,,,,,,,2016
Assassin's Creed III Remastered,Action-Adventure,PC,Ubisoft,Ubisoft,,,,,,,,,2019
Assassin's Creed III Remastered,Action-Adventure,NS,Ubisoft,Ubisoft,,,,,,,,,2019
Assassin's Creed III Remastered,Action-Adventure,PS4,Ubisoft,Ubisoft,8,,,,,,,,2019
Assassin's Creed III Remastered,Action-Adventure,XOne,Ubisoft,Ubisoft,,,,,,,,,2019
Assassin's Creed Odyssey: Cloud Version,Action-Adventure,NS,Ubisoft,Ubisoft Quebec,,,,,,,,,2018
Astral Chain,Action,NS,Nintendo,PlatinumGames,,,,,,,,,2019
Babylon's Fall,Action-Adventure,PS4,Square Enix,PlatinumGames,,,,,,,,,2019
Babylon's Fall,Action-Adventure,PC,Square Enix,PlatinumGames,,,,,,,,,2019
Balloon Fight,Action,WiiU,Nintendo,Nintendo,,,,,,,,,2016
Battleship,Shooter,X360,Activision,Double Helix Games,,,,,,,,,2012
Bayonetta,Action,NS,Nintendo,PlatinumGames,,,,,,,,,2018
Bayonetta 3,Action,NS,Nintendo,PlatinumGames,,,,,,,,,2019
Bentley's Hackpack,Action,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Bentley's Hackpack,Action,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Bentley's Hackpack,Action,PS3,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Bentley's Hackpack,Action,PSV,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Beyond: Two Souls,Adventure,PS4,Sony Computer Entertainment,Quantic Dream,,,,,,,,,2015
Biohazard 7: Resident Evil - Cloud Version,Action,NS,Capcom,Capcom,,,,,,,,,2018
Blade Arcus Rebellion from Shining,Fighting,PS4,Sega,Studio Saizensen,,,,,,,,,2019
Blade Arcus Rebellion from Shining,Fighting,NS,Sega,Studio Saizensen,,,,,,,,,2019
Book of Potions,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,,,,,,,,,2013
Box Box Boy!,Platform,3DS,Nintendo,HAL Laboratory,,,,,,,,,2016
BOX BOY! + BOX GIRL!,Puzzle,NS,Nintendo,HAL Laboratory,,,,,,,,,2019
BoxBoy and BoxGirl,Puzzle,NS,Nintendo,HAL Laboratory,,,,,,,,,2019
Bye-Bye Box Boy!,Platform,3DS,Nintendo,HAL Laboratory,,,,,,,,,2017
Cadence of Hyrule: Crypt of the NecroDancer feat. The Legend of Zelda,Music,NS,Nintendo,Brace Yourself Games,,,,,,,,,2019
Capcom Beat 'Em Up Bundle,Fighting,XOne,Capcom,Capcom,,,,,,,,,2018
Capcom Beat 'Em Up Bundle,Fighting,PC,Capcom,Capcom,,,,,,,,,2018
Catherine Classic,Puzzle,PC,Sega,Atlus,,,,,,,,,2019
Chocobo's Mystery Dungeon: Every Buddy!,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2019
Chocobo's Mystery Dungeon: Every Buddy!,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2019
Crash Team Racing Nitro-Fueled,Racing,PS4,Activision,Beenox,,,,,,,,,2019
Crash Team Racing Nitro-Fueled,Racing,XOne,Activision,Beenox,,,,,,,,,2019
Crash Team Racing Nitro-Fueled,Racing,NS,Activision,Beenox,,,,,,,,,2019
Crashmo,Puzzle,3DS,Nintendo,Intelligent Systems,,,,,,,,,2012
Daemon X Machina,Action,NS,Nintendo,Marvelous,,,,,,,,,2019
Dark Cloud,Role-Playing,PS4,Sony Computer Entertainment,Level 5,,,,,,,,,2015
Dead Nation: Apocalypse Edition,Shooter,PS4,Sony Computer Entertainment,Housemarque,,,,,,,,,2014
Devil May Cry 5,Action,PS4,Capcom,Capcom,,,,,,,,,2019
Devil May Cry 5,Action,XOne,Capcom,Capcom,,,,,,,,,2019
Devil May Cry 5,Action,PC,Capcom,Capcom,,,,,,,,,2019
Doom Eternal,Shooter,XOne,Bethesda Softworks,id Software,,,,,,,,,2019
Doom Eternal,Shooter,PS4,Bethesda Softworks,id Software,,,,,,,,,2019
Doom Eternal,Shooter,NS,Bethesda Softworks,id Software,,,,,,,,,2019
Doom Eternal,Shooter,PC,Bethesda Softworks,id Software,,,,,,,,,2019
Dragalia Lost,Role-Playing,And,Nintendo,Cygames,,,,,,,,,2018
Dragalia Lost,Role-Playing,iOS,Nintendo,Cygames,,,,,,,,,2018
Dragon Quest X: All in One Package Ver.1-4,MMO,WiiU,Square Enix,Square Enix,,,,,,,,,2018
Dragon Quest X: All in One Package Ver.1-4,MMO,PC,Square Enix,Square Enix,,,,,,,,,2018
Dragon's Dogma: Dark Arisen,Role-Playing,PS3,Capcom,Capcom,,,,,,,,,2013
Dragon's Dogma: Dark Arisen,Role-Playing,NS,Capcom,Capcom,,,,,,,,,2019
Dragon's Dogma: Dark Arisen,Action,X360,Capcom,Capcom,,,,,,,,,2013
Driveclub Bikes,Racing,PS4,Sony Computer Entertainment,Evolution Studios,,,,,,,,,2015
Endless Space 2,Strategy,PC,Sega,Amplitude Studios,,,,,,,,,2017
Entwined Challenge,Action,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2014
Entwined Challenge,Action,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2014
Escape Plan,Puzzle,PS4,Sony Computer Entertainment,Fun Bits,,,,,,,,,2013
FantaVision,Puzzle,PS4,Sony Computer Entertainment,SCEI,,,,,,,,,2015
Far Cry: New Dawn,Shooter,XOne,Ubisoft,Ubisoft,,,,,,,,,2019
Far Cry: New Dawn,Shooter,PS4,Ubisoft,Ubisoft,,,,,,,,,2019
Far Cry: New Dawn,Shooter,PC,Ubisoft,Ubisoft,,,,,,,,,2019
Fear Effect Sedna,Role-Playing,NS,Square Enix,Sushee,,,,,,,,,2018
FIFA 19,Sports,PC,Electronic Arts,EA Sports,,,,,,,,,2018
Final Fantasy Crystal Chronicles: Remastered Edition,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy Crystal Chronicles: Remastered Edition,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy IX,Role-Playing,NS,Square Enix,GUILD STUDIO Inc.,,,,,,,,,2019
Final Fantasy IX,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy IX,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2017
Final Fantasy IX,Role-Playing,And,Square Enix,Square Enix,,,,,,,,,2016
Final Fantasy VII,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2015
Final Fantasy VII,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy VII,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy VII,Role-Playing,And,Square Enix,Square Enix,,,,,,,,,2016
Final Fantasy X / X-2 HD Remaster,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy X / X-2 HD Remaster,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy XII: The Zodiac Age,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy XII: The Zodiac Age,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2019
Final Fantasy XV Multiplayer: Comrades,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Multiplayer: Comrades,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition,Role-Playing,iOS,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition,Role-Playing,And,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition,Role-Playing,PC,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition HD,Role-Playing,PS4,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition HD,Role-Playing,XOne,Square Enix,Square Enix,,,,,,,,,2018
Final Fantasy XV Pocket Edition HD,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2018
Fire Emblem: Heroes,Role-Playing,iOS,Nintendo,Intelligent Systems,,,,,,,,,2017
Fire Emblem: Heroes,Role-Playing,And,Nintendo,Intelligent Systems,,,,,,,,,2017
Fire Emblem: Three Houses,Role-Playing,NS,Nintendo,Intelligent Systems,,,,,,,,,2019
Flip Wars,Action,NS,Nintendo,Over Fence,,,,,,,,,2017
flOw,Simulation,PSV,Sony Computer Entertainment,SuperVillain Studios,,,,,,,,,2013
Football Manager 2018,Simulation,Linux,Sega,Sports Interactive,,,,,,,,,2017
Football Manager 2018,Simulation,OSX,Sega,Sports Interactive,,,,,,,,,2017
Forgotton Anne,Action-Adventure,PS4,Square Enix,ThroughLine Games,,,,,,,,,2018
GUNS UP!,Strategy,PS4,Sony Computer Entertainment,Valkyrie Entertainment,,,,,,,,,2015
Hitman 2,Action-Adventure,PC,Warner Bros. Interactive Entertainment,IO Interactive,,,,,,,,,2018
Hustle Kings,Sports,PS4,Sony Computer Entertainment,EPOS Game Studios,,,,,,,,,2015
Invizimals: Battle of the Hunters,Action-Adventure,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2016
Invizimals: Battle of the Hunters,Action-Adventure,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2016
Invizimals Hidden Challenges,Action-Adventure,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Invizimals Hidden Challenges,Action-Adventure,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Invizimals: Revolution,Action-Adventure,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2015
Invizimals: Revolution,Action-Adventure,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2015
Invizimals: TV Tracker,Action-Adventure,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Invizimals: TV Tracker,Action-Adventure,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Jikkyou Powerful Pro Yakyuu,Sports,NS,Konami,Konami,,,,,,,,,2019
Journey,Adventure,PS4,Sony Computer Entertainment,thatgamecompany,,,,,,,,,2015
Journey Collector's Edition,Misc,PS4,Sony Computer Entertainment,thatgamecompany,,,,,,,,,2015
Just Cause 4,Action-Adventure,PC,Square Enix,Avalanche Studios,,,,,,,,,2018
Ketzal's Corridors,Action,3DS,Nintendo,Keys Factory,,,,,,,,,2012
Kirby's Extra Epic Yarn,Platform,3DS,Nintendo,Good-Feel,,,,,,,,,2019
KNACK's Quest,Puzzle,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
KNACK's Quest,Puzzle,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Left Alive,Shooter,PS4,Square Enix,Square Enix,,,,,,,,,2019
Left Alive,Shooter,PC,Square Enix,Square Enix,,,,,,,,,2019
LEGO Batman 2: DC Super Heroes,Action-Adventure,iOS,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,,,2012
LEGO Batman 2: DC Super Heroes,Action-Adventure,And,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,,,2012
LEGO The Incredibles,Action,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,,,,,2018
Life Is Strange,Adventure,iOS,Square Enix,Square Enix,,,,,,,,,2017
Life is Strange 2,Adventure,PC,Square Enix,Dotnod Entertainment,,,,,,,,,2018
Life is Strange 2,Adventure,XOne,Square Enix,Dotnod Entertainment,,,,,,,,,2018
Life is Strange 2,Adventure,PS4,Square Enix,Dotnod Entertainment,,,,,,,,,2018
LittleBigPlanet PS Vita: Marvel Super Hero Edition,Platform,PSV,Sony Computer Entertainment,Tarsier Studios,,,,,,,,,2014
Luigi's Mansion 3,Action-Adventure,NS,Nintendo,Nintendo,,,,,,,,,2019
Mario & Sonic at the Tokyo 2020 Olympic Games,Sports,NS,Sega,Sega,,,,,,,,,2019
Marvel Ultimate Alliance 3: The Black Order,Action,NS,Nintendo,Team Ninja,,,,,,,,,2019
Miitomo,Misc,iOS,Nintendo,Nintendo,,,,,,,,,2016
Miitomo,Misc,And,Nintendo,Nintendo,,,,,,,,,2016
Monster of the Deep: Final Fantasy XV,Sports,PS4,Square Enix,Square Enix,,,,,,,,,2017
Mortal Kombat 11,Fighting,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,,,2019
Mortal Kombat 11,Fighting,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,,,2019
Mortal Kombat 11,Fighting,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,,,2019
Mortal Kombat 11,Fighting,NS,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,,,2019
NASCAR The Game: Inside Line,Racing,Wii,Activision,Eutechnyx,,,,,,,,,2012
NBA 2K19,Sports,PC,2K Sports,Visual Concepts,,,,,,,,,2018
New Super Mario Bros. U Deluxe,Platform,NS,Nintendo,Nintendo EPD,,,,,,,,,2019
NieR: Automata,Role-Playing,XOne,Square Enix,PlatinumGames,,,,,,,,,2018
Nintendo Labo: Toy-Con 04 VR Kit,Misc,NS,Nintendo,Nintendo,,,,,,,,,2019
Okage: Shadow King,Role-Playing,PS4,Sony Computer Entertainment,Zener Works,,,,,,,,,2016
Olympic Games Tokyo 2020 - The Official Video Game,Sports,NS,Sega,Sega,,,,,,,,,2019
Olympic Games Tokyo 2020 - The Official Video Game,Sports,PS4,Sega,Sega,,,,,,,,,2019
Olympic Games Tokyo 2020 - The Official Video Game,Sports,XOne,Sega,Sega,,,,,,,,,2019
Olympic Games Tokyo 2020 - The Official Video Game,Sports,PC,Sega,Sega,,,,,,,,,2019
Onimusha Warlords,Action,NS,Capcom,Capcom,,,,,,,,,2019
Onimusha Warlords,Action,XOne,Capcom,Capcom,,,,,,,,,2018
Onimusha Warlords,Action,PS4,Capcom,Capcom,,,,,,,,,2018
Onimusha: Warlords,Action-Adventure,XOne,Capcom,Capcom,,,,,,,,,2019
Onimusha: Warlords,Action-Adventure,PC,Capcom,Capcom,,,,,,,,,2019
Oninaki,Action-Adventure,NS,Square Enix,Tokyo RPG Factory,,,,,,,,,2019
Oninaki,Action-Adventure,PS4,Square Enix,Tokyo RPG Factory,,,,,,,,,2019
Oninaki,Action-Adventure,PC,Square Enix,Tokyo RPG Factory,,,,,,,,,2019
Petz Countryside,Simulation,3DS,Ubisoft,Ubisoft,,,,,,,,,2014
Phantasy Star Online 2: Cloud,MMO,NS,Sega,Sega,,,,,,,,,2018
Phoenix Wright: Ace Attorney Trilogy,Adventure,PS4,Capcom,Capcom,,,,,,,,,2019
Phoenix Wright: Ace Attorney Trilogy,Adventure,NS,Capcom,Capcom,,,,,,,,,2019
Phoenix Wright: Ace Attorney Trilogy,Adventure,XOne,Capcom,Capcom,,,,,,,,,2019
Phoenix Wright: Ace Attorney Trilogy,Adventure,PC,Capcom,Capcom,,,,,,,,,2019
PlayStation Vita Pets,Simulation,PSV,Sony Computer Entertainment,Spiral House,,,,,,,,,2014
PlayStation Vita Pets: Puppy Parlour,Simulation,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2014
PlayStation Vita Pets: Puppy Parlour,Simulation,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2014
Pokemon Quest,Adventure,NS,Nintendo,Game Freak,,,,,,,,,2018
Pokemon Sword / Shield,Role-Playing,NS,Nintendo,Game Freak,,,,,,,,,2019
Pro Evolution Soccer 2019,Sports,PC,Konami,Konami,,,,,,,,,2018
Rage 2,Shooter,XOne,Bethesda Softworks,id Software,,,,,,,,,2019
Rage 2,Shooter,PC,Bethesda Softworks,id Software,,,,,,,,,2019
Rage 2,Shooter,PS4,Bethesda Softworks,id Software,,,,,,,,,2019
Ratchet and Clank: Before the Nexus,Action,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Ratchet and Clank: Before the Nexus,Action,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Resident Evil,Action-Adventure,PS4,Capcom,Capcom,,,,,,,,,2015
Resident Evil,Action-Adventure,XOne,Capcom,Capcom,,,,,,,,,2015
Resident Evil,Action-Adventure,NS,Capcom,Capcom,,,,,,,,,2019
Resident Evil 2,Action-Adventure,XOne,Capcom,Capcom,,,,,,,,,2019
Resident Evil 2,Action-Adventure,PS4,Capcom,Capcom,,,,,,,,,2019
Resident Evil 2,Action-Adventure,PC,Capcom,Capcom,,,,,,,,,2019
Resident Evil 4,Action-Adventure,NS,Capcom,Capcom,,,,,,,,,2019
Resident Evil Zero,Action-Adventure,PS4,Capcom,Capcom,,,,,,,,,2016
Resident Evil Zero,Action-Adventure,XOne,Capcom,Capcom,,,,,,,,,2016
Resident Evil Zero,Action-Adventure,NS,Capcom,Capcom,,,,,,,,,2019
Resident Evil: Origins Collection,Action-Adventure,NS,Capcom,Capcom,,,,,,,,,2019
Resident Evil: Revelations,Action,NS,Capcom,Capcom,,,,,,,,,2017
Resident Evil: Revelations 2,Action,NS,Capcom,Capcom,,,,,,,,,2017
Rise of the Kasai,Action,PS4,Sony Computer Entertainment,BottleRocket Entertainment,,,,,,,,,2016
Roller Coaster Tycoon Joyride,Action,PS4,Atari,Nvizzio Creations,,,,,,,,,2019
RollerCoaster Tycoon Adventures,Simulation,NS,Atari,Nvizzio Creations,,,,,,,,,2018
RollerCoaster Tycoon Adventures,Simulation,PC,Atari,Nvizzio Creations,,,,,,,,,2019
Romancing SaGa 2,Role-Playing,NS,Square Enix,Square Enix,,,,,,,,,2017
Sea of Solitude,Adventure,PC,Electronic Arts,Jo-Mei Games,,,,,,,,,2018
Sea of Solitude,Adventure,PS4,Electronic Arts,Jo-Mei Games,,,,,,,,,2019
Sea of Solitude,Adventure,XOne,Electronic Arts,Jo-Mei Games,,,,,,,,,2019
Secret of Mana,Role-Playing,PC,Square Enix,Square Enix,,,,,,,,,2018
Sega 3D Fukkoku Archives,Misc,3DS,Sega,M2,,,,,,,,,2014
Sega 3D Fukkoku Archives 3,Misc,3DS,Sega,M2,,,,,,,,,2016
Sekiro: Shadows Die Twice,Role-Playing,PS4,Activision,From Software,,,,,,,,,2019
Sekiro: Shadows Die Twice,Role-Playing,XOne,Activision,From Software,,,,,,,,,2019
Sekiro: Shadows Die Twice,Role-Playing,PC,Activision,From Software,,,,,,,,,2019
Shadow of the Tomb Raider,Action-Adventure,PC,Square Enix,Eidos Montreal,,,,,,,,,2018
Shenmue I & II,Action-Adventure,PC,Sega,Sega,,,,,,,,,2018
Shining Resonance Refrain,Role-Playing,PC,Sega,O-TWO inc.,,,,,,,,,2018
SingStar,Music,PS4,Sony Computer Entertainment,SCEE London Studio,,,,,,,,,2014
South Park: The Stick of Truth,Role-Playing,NS,Ubisoft,Obsidian Entertainment,,9.1,,,,,,,2018
Spelunker Party!,Action,NS,Square Enix,Tozai Games,,,,,,,,,2017
Spy Hunter,Racing,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,,,2012
Spyro + Crash Remastered Game Bundle,Misc,PS4,Activision,Vicarious Visions|Toys for Bob,,,,,,,,,2018
Spyro + Crash Remastered Game Bundle,Misc,XOne,Activision,Vicarious Visions|Toys for Bob,,,,,,,,,2018
Steep,Sports,NS,Ubisoft,Ubisoft Annecy,,,,,,,,,2018
Street Fighter V: Arcade Edition,Fighting,PS4,Capcom,Capcom,,,,,,,,,2018
Suikoden II,Role-Playing,PSN,Konami,Konami,,,,,,,,,2014
Super Mario Maker 2,Platform,NS,Nintendo,Nintendo,,,,,,,,,2019
Super Mario Run,Platform,And,Nintendo,Nintendo,,,,,,,,,2017
Super Stardust Ultra,Shooter,PS4,Sony Computer Entertainment,Housemarque,,,,,,,,,2015
Tank Troopers,Action,3DS,Nintendo,Nintendo EPD,,,,,,,,,2017
Team Sonic Racing,Racing,XOne,Sega,Sumo Digital,,,,,,,,,2019
Team Sonic Racing,Racing,PS4,Sega,Sumo Digital,,,,,,,,,2019
Team Sonic Racing,Racing,NS,Sega,Sumo Digital,,,,,,,,,2019
Team Sonic Racing,Racing,PC,Sega,Sumo Digital,,,,,,,,,2019
Tetris 99,Puzzle,NS,Nintendo,Arika,,,,,,,,,2019
The Elder Scrolls Online: Tamriel Unlimited,MMO,PC,Bethesda Softworks,ZeniMax Online Studios,,,,,,,,,2015
The Last of Us: Left Behind,Action-Adventure,PS3,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2015
The Last of Us: Left Behind,Action-Adventure,PS4,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2015
The Legend of Zelda: Link's Awakening,Action-Adventure,NS,Nintendo,Nintendo,,,,,,,,,2019
The Mark of Kri,Action,PS4,Sony Computer Entertainment,SCE San Diego Studio,,,,,,,,,2015
The Playroom,Party,PS4,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,2013
Tokyo Jungle Mobile,Strategy,PSV,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,2013
Tokyo Jungle Mobile,Strategy,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Tokyo Jungle Mobile,Strategy,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2013
Tom Clancy?s The Division 2,Shooter,PS4,Ubisoft,Massive Entertainment,,,,,,,,,2019
